eudract_number,arms,controlled,crossover,double_blind,open,parallel_group,randomised,single_blind
2011-003130-14,2+,Yes,No,Yes,No,No,Yes,No
2011-003130-14,2+,Yes,No,Yes,No,No,Yes,No
2011-003130-14,2+,Yes,No,Yes,No,No,Yes,No
2011-003130-14,2+,Yes,No,Yes,No,No,Yes,No
2011-003130-14,2+,Yes,No,Yes,No,No,Yes,No
2011-003130-14,2+,Yes,No,Yes,No,No,Yes,No
2011-003168-63,1,No,No,No,Yes,No,No,No
2011-003168-63,1,No,No,No,Yes,No,No,No
2011-003179-12,2+,Yes,No,Yes,No,Yes,Yes,No
2011-003288-31,2+,Yes,No,No,Yes,Yes,Yes,No
2011-003416-23,1,No,No,No,No,No,No,No
2011-003545-18,2+,Yes,No,No,Yes,Yes,Yes,No
2011-003545-18,2+,Yes,No,No,Yes,Yes,Yes,No
2011-003545-18,2+,Yes,No,No,Yes,Yes,Yes,No
2011-003545-18,2+,Yes,No,No,Yes,Yes,Yes,No
2011-003545-18,2+,Yes,No,No,Yes,Yes,Yes,No
2011-003545-18,2+,Yes,No,No,Yes,Yes,Yes,No
2011-003545-18,2+,Yes,No,No,Yes,Yes,Yes,No
2011-003545-18,2+,Yes,No,No,Yes,Yes,Yes,No
2011-003545-18,2+,Yes,No,No,Yes,Yes,Yes,No
2011-003545-18,2+,Yes,No,No,Yes,Yes,Yes,No
2011-003545-18,2+,Yes,No,No,Yes,Yes,Yes,No
2011-003545-18,2+,Yes,No,No,Yes,Yes,Yes,No
2011-003545-18,2+,Yes,No,No,Yes,Yes,Yes,No
2011-003573-28,2+,Yes,No,No,No,No,Yes,No
2011-003573-28,2+,Yes,No,No,No,No,Yes,No
2011-003751-19,,No,No,No,Yes,No,No,No
2011-003751-19,,No,No,No,Yes,No,No,No
2011-003751-19,,No,No,No,Yes,No,No,No
2011-003751-19,,No,No,No,Yes,No,No,No
2011-003751-19,,No,No,No,Yes,No,No,No
2011-004062-15,2+,Yes,Yes,No,Yes,Yes,Yes,No
2011-004062-15,2+,Yes,Yes,No,Yes,Yes,Yes,No
2011-004237-14,2+,Yes,No,No,Yes,Yes,Yes,No
2011-004237-14,2+,Yes,No,No,Yes,Yes,Yes,No
2011-004237-14,2+,Yes,No,No,Yes,Yes,Yes,No
2011-004237-14,2+,Yes,No,No,Yes,Yes,Yes,No
2011-004237-14,2+,Yes,No,No,Yes,Yes,Yes,No
2011-004237-14,2+,Yes,No,No,Yes,Yes,Yes,No
2011-004301-24,,No,,,,,,
2011-004301-24,,No,,,,,,
2011-004301-24,,No,,,,,,
2011-004396-36,2+,Yes,No,No,Yes,Yes,Yes,No
2011-004396-36,2+,Yes,No,No,Yes,Yes,Yes,No
2011-004396-36,2+,Yes,No,No,Yes,Yes,Yes,No
2011-004593-29,1,No,No,No,Yes,No,No,No
2011-004618-40,,No,No,No,Yes,No,No,No
2011-004618-40,,No,No,No,Yes,No,No,No
2011-004618-40,,No,No,No,Yes,No,No,No
2011-004618-40,,No,No,No,Yes,No,No,No
2011-004618-40,,No,No,No,Yes,No,No,No
2011-004618-40,,No,No,No,Yes,No,No,No
2011-004618-40,,No,No,No,Yes,No,No,No
2011-004618-40,,No,No,No,Yes,No,No,No
2011-004618-40,,No,No,No,Yes,No,No,No
2011-004651-40,1,No,No,No,No,No,No,No
2011-004651-40,1,No,No,No,No,No,No,No
2011-004651-40,1,No,No,No,No,No,No,No
2011-004714-41,null,Yes,No,No,Yes,No,Yes,No
2011-004868-30,2+,Yes,No,No,Yes,Yes,Yes,No
2011-004868-30,2+,Yes,No,No,Yes,Yes,Yes,No
2011-004868-30,2+,Yes,No,No,Yes,Yes,Yes,No
2011-004868-30,2+,Yes,No,No,Yes,Yes,Yes,No
2011-004868-30,2+,Yes,No,No,Yes,Yes,Yes,No
2011-004868-30,2+,Yes,No,No,Yes,Yes,Yes,No
2011-004868-30,2+,Yes,No,No,Yes,Yes,Yes,No
2011-004868-30,2+,Yes,No,No,Yes,Yes,Yes,No
2011-004868-30,2+,Yes,No,No,Yes,Yes,Yes,No
2011-004868-30,2+,Yes,No,No,Yes,Yes,Yes,No
2011-004868-30,2+,Yes,No,No,Yes,Yes,Yes,No
2011-005018-13,2+,Yes,No,Yes,Yes,Yes,Yes,No
2011-005018-13,2+,Yes,No,Yes,Yes,Yes,Yes,No
2011-005238-21,2+,Yes,No,No,Yes,Yes,Yes,No
2011-005238-21,2+,Yes,No,No,Yes,Yes,Yes,No
2011-005243-28,1,No,No,No,No,No,No,No
2011-005243-28,1,No,No,No,No,No,No,No
2011-005243-28,1,No,No,No,No,No,No,No
2011-005243-28,1,No,No,No,No,No,No,No
2011-005243-28,1,No,No,No,No,No,No,No
2011-005243-28,1,No,No,No,No,No,No,No
2011-005243-28,1,No,No,No,No,No,No,No
2011-005296-16,1,No,No,No,Yes,No,No,No
2011-005328-17,2+,Yes,No,No,Yes,Yes,No,No
2011-005328-17,2+,Yes,No,No,Yes,Yes,No,No
2011-005328-17,2+,Yes,No,No,Yes,Yes,No,No
2011-005328-17,2+,Yes,No,No,Yes,Yes,No,No
2011-005328-17,2+,Yes,No,No,Yes,Yes,No,No
2011-005328-17,2+,Yes,No,No,Yes,Yes,No,No
2011-005328-17,2+,Yes,No,No,Yes,Yes,No,No
2011-005328-17,2+,Yes,No,No,Yes,Yes,No,No
2011-005328-17,2+,Yes,No,No,Yes,Yes,No,No
2011-005328-17,2+,Yes,No,No,Yes,Yes,No,No
2011-005328-17,2+,Yes,No,No,Yes,Yes,No,No
2011-005328-17,2+,Yes,No,No,Yes,Yes,No,No
2011-005328-17,2+,Yes,No,No,Yes,Yes,No,No
2011-005328-17,2+,Yes,No,No,Yes,Yes,No,No
2011-005328-17,2+,Yes,No,No,Yes,Yes,No,No
2011-005328-17,2+,Yes,No,No,Yes,Yes,No,No
2011-005328-17,2+,Yes,No,No,Yes,Yes,No,No
2011-005328-17,2+,Yes,No,No,Yes,Yes,No,No
2011-005422-21,1,No,No,No,No,No,No,No
2011-005422-21,1,No,No,No,No,No,No,No
2011-005422-21,1,No,No,No,No,No,No,No
2011-005422-21,1,No,No,No,No,No,No,No
2011-005422-21,1,No,No,No,No,No,No,No
2011-005422-21,1,No,No,No,No,No,No,No
2011-005491-41,2+,Yes,No,No,Yes,No,Yes,No
2011-005491-41,2+,Yes,No,No,Yes,No,Yes,No
2011-005491-41,2+,Yes,No,No,Yes,No,Yes,No
2011-005491-41,2+,Yes,No,No,Yes,No,Yes,No
2011-005491-41,2+,Yes,No,No,Yes,No,Yes,No
2011-005491-41,2+,Yes,No,No,Yes,No,Yes,No
2011-005491-41,2+,Yes,No,No,Yes,No,Yes,No
2011-005491-41,2+,Yes,No,No,Yes,No,Yes,No
2011-005491-41,2+,Yes,No,No,Yes,No,Yes,No
2011-005491-41,2+,Yes,No,No,Yes,No,Yes,No
2011-005491-41,2+,Yes,No,No,Yes,No,Yes,No
2011-005539-22,2+,Yes,Yes,No,Yes,Yes,Yes,No
2011-005539-22,2+,Yes,Yes,No,Yes,Yes,Yes,No
2011-005539-22,2+,Yes,Yes,No,Yes,Yes,Yes,No
2011-005539-22,2+,Yes,Yes,No,Yes,Yes,Yes,No
2011-005539-22,2+,Yes,Yes,No,Yes,Yes,Yes,No
2011-005539-22,2+,Yes,Yes,No,Yes,Yes,Yes,No
2011-005539-22,2+,Yes,Yes,No,Yes,Yes,Yes,No
2011-005615-87,2+,Yes,No,Yes,No,Yes,Yes,No
2011-005722-21,2+,Yes,No,Yes,No,Yes,Yes,No
2011-005722-21,2+,Yes,No,Yes,No,Yes,Yes,No
2011-005722-21,2+,Yes,No,Yes,No,Yes,Yes,No
2011-005722-21,2+,Yes,No,Yes,No,Yes,Yes,No
2011-005722-21,2+,Yes,No,Yes,No,Yes,Yes,No
2011-005722-21,2+,Yes,No,Yes,No,Yes,Yes,No
2011-005722-21,2+,Yes,No,Yes,No,Yes,Yes,No
2011-005722-21,2+,Yes,No,Yes,No,Yes,Yes,No
2011-005939-78,2+,Yes,Yes,No,Yes,No,Yes,No
2011-005975-17,2+,Yes,No,Yes,No,Yes,Yes,No
2011-005975-17,2+,Yes,No,Yes,No,Yes,Yes,No
2011-005975-17,2+,Yes,No,Yes,No,Yes,Yes,No
2011-005975-17,2+,Yes,No,Yes,No,Yes,Yes,No
2011-005975-17,2+,Yes,No,Yes,No,Yes,Yes,No
2011-005975-17,2+,Yes,No,Yes,No,Yes,Yes,No
2011-005975-17,2+,Yes,No,Yes,No,Yes,Yes,No
2011-005975-17,2+,Yes,No,Yes,No,Yes,Yes,No
2011-005991-40,2+,Yes,No,Yes,No,Yes,Yes,No
2011-005991-40,2+,Yes,No,Yes,No,Yes,Yes,No
2011-005991-40,2+,Yes,No,Yes,No,Yes,Yes,No
2011-005991-40,2+,Yes,No,Yes,No,Yes,Yes,No
2011-005991-40,2+,Yes,No,Yes,No,Yes,Yes,No
2011-005991-40,2+,Yes,No,Yes,No,Yes,Yes,No
2011-005991-40,2+,Yes,No,Yes,No,Yes,Yes,No
2011-005991-40,2+,Yes,No,Yes,No,Yes,Yes,No
2011-006041-14,2+,Yes,No,Yes,No,Yes,Yes,No
2011-006250-90,2+,Yes,Yes,Yes,No,Yes,Yes,No
2011-006250-90,2+,Yes,Yes,Yes,No,Yes,Yes,No
2012-000066-37,2+,Yes,No,Yes,No,Yes,Yes,No
2012-000066-37,2+,Yes,No,Yes,No,Yes,Yes,No
2012-000072-42,2+,Yes,No,No,Yes,No,Yes,No
2012-000072-42,2+,Yes,No,No,Yes,No,Yes,No
2012-000072-42,2+,Yes,No,No,Yes,No,Yes,No
2012-000072-42,2+,Yes,No,No,Yes,No,Yes,No
2012-000072-42,2+,Yes,No,No,Yes,No,Yes,No
2012-000072-42,2+,Yes,No,No,Yes,No,Yes,No
2012-000072-42,2+,Yes,No,No,Yes,No,Yes,No
2012-000072-42,2+,Yes,No,No,Yes,No,Yes,No
2012-000072-42,2+,Yes,No,No,Yes,No,Yes,No
2012-000075-16,1,No,No,No,Yes,No,No,No
2012-000075-16,1,No,No,No,Yes,No,No,No
2012-000075-16,1,No,No,No,Yes,No,No,No
2012-000075-16,1,No,No,No,Yes,No,No,No
2012-000075-16,1,No,No,No,Yes,No,No,No
2012-000075-16,1,No,No,No,Yes,No,No,No
2012-000075-16,1,No,No,No,Yes,No,No,No
2012-000075-16,1,No,No,No,Yes,No,No,No
2012-000075-16,1,No,No,No,Yes,No,No,No
2012-000075-16,1,No,No,No,Yes,No,No,No
2012-000075-16,1,No,No,No,Yes,No,No,No
2012-000075-16,1,No,No,No,Yes,No,No,No
2012-000075-16,1,No,No,No,Yes,No,No,No
2012-000095-42,2+,Yes,No,Yes,No,Yes,Yes,No
2012-000095-42,2+,Yes,No,Yes,No,Yes,Yes,No
2012-000095-42,2+,Yes,No,Yes,No,Yes,Yes,No
2012-000095-42,2+,Yes,No,Yes,No,Yes,Yes,No
2012-000095-42,2+,Yes,No,Yes,No,Yes,Yes,No
2012-000095-42,2+,Yes,No,Yes,No,Yes,Yes,No
2012-000095-42,2+,Yes,No,Yes,No,Yes,Yes,No
2012-000095-42,2+,Yes,No,Yes,No,Yes,Yes,No
2012-000095-42,2+,Yes,No,Yes,No,Yes,Yes,No
2012-000095-42,2+,Yes,No,Yes,No,Yes,Yes,No
2012-000095-42,2+,Yes,No,Yes,No,Yes,Yes,No
2012-000128-16,2+,Yes,No,No,Yes,Yes,Yes,No
2012-000128-16,2+,Yes,No,No,Yes,Yes,Yes,No
2012-000128-16,2+,Yes,No,No,Yes,Yes,Yes,No
2012-000128-16,2+,Yes,No,No,Yes,Yes,Yes,No
2012-000128-16,2+,Yes,No,No,Yes,Yes,Yes,No
2012-000128-16,2+,Yes,No,No,Yes,Yes,Yes,No
2012-000128-16,2+,Yes,No,No,Yes,Yes,Yes,No
2012-000128-16,2+,Yes,No,No,Yes,Yes,Yes,No
2012-000128-16,2+,Yes,No,No,Yes,Yes,Yes,No
2012-000128-16,2+,Yes,No,No,Yes,Yes,Yes,No
2012-000128-16,2+,Yes,No,No,Yes,Yes,Yes,No
2012-000128-16,2+,Yes,No,No,Yes,Yes,Yes,No
2012-000171-17,1,Yes,Yes,No,Yes,No,No,No
2012-000171-17,1,Yes,Yes,No,Yes,No,No,No
2012-000171-17,1,Yes,Yes,No,Yes,No,No,No
2012-000171-17,1,Yes,Yes,No,Yes,No,No,No
2012-000171-17,1,Yes,Yes,No,Yes,No,No,No
2012-000171-17,1,Yes,Yes,No,Yes,No,No,No
2012-000414-11,2+,Yes,No,Yes,No,Yes,Yes,No
2012-000414-11,2+,Yes,No,Yes,No,Yes,Yes,No
2012-000414-11,2+,Yes,No,Yes,No,Yes,Yes,No
2012-000414-11,2+,Yes,No,Yes,No,Yes,Yes,No
2012-000414-11,2+,Yes,No,Yes,No,Yes,Yes,No
2012-000414-11,2+,Yes,No,Yes,No,Yes,Yes,No
2012-000442-35,2+,Yes,No,Yes,No,Yes,Yes,No
2012-000442-35,2+,Yes,No,Yes,No,Yes,Yes,No
2012-000442-35,2+,Yes,No,Yes,No,Yes,Yes,No
2012-000442-35,2+,Yes,No,Yes,No,Yes,Yes,No
2012-000442-35,2+,Yes,No,Yes,No,Yes,Yes,No
2012-000442-35,2+,Yes,No,Yes,No,Yes,Yes,No
2012-000452-34,2+,Yes,No,Yes,No,No,Yes,No
2012-000452-34,2+,Yes,No,Yes,No,No,Yes,No
2012-000452-34,2+,Yes,No,Yes,No,No,Yes,No
2012-000452-34,2+,Yes,No,Yes,No,No,Yes,No
2012-000452-34,2+,Yes,No,Yes,No,No,Yes,No
2012-000452-34,2+,Yes,No,Yes,No,No,Yes,No
2012-000452-34,2+,Yes,No,Yes,No,No,Yes,No
2012-000452-34,2+,Yes,No,Yes,No,No,Yes,No
2012-000566-38,2+,Yes,No,No,Yes,Yes,Yes,No
2012-000566-38,2+,Yes,No,No,Yes,Yes,Yes,No
2012-000566-38,2+,Yes,No,No,Yes,Yes,Yes,No
2012-000566-38,2+,Yes,No,No,Yes,Yes,Yes,No
2012-000566-38,2+,Yes,No,No,Yes,Yes,Yes,No
2012-000620-17,2+,Yes,No,No,Yes,No,Yes,No
2012-000620-17,2+,Yes,No,No,Yes,No,Yes,No
2012-000726-21,2+,Yes,No,No,Yes,Yes,Yes,No
2012-000726-21,2+,Yes,No,No,Yes,Yes,Yes,No
2012-000726-21,2+,Yes,No,No,Yes,Yes,Yes,No
2012-000726-21,2+,Yes,No,No,Yes,Yes,Yes,No
2012-000726-21,2+,Yes,No,No,Yes,Yes,Yes,No
2012-000726-21,2+,Yes,No,No,Yes,Yes,Yes,No
2012-000726-21,2+,Yes,No,No,Yes,Yes,Yes,No
2012-000726-21,2+,Yes,No,No,Yes,Yes,Yes,No
2012-000726-21,2+,Yes,No,No,Yes,Yes,Yes,No
2012-000928-18,2+,Yes,No,Yes,No,Yes,Yes,No
2012-000975-18,2+,Yes,No,No,Yes,Yes,Yes,No
2012-001389-14,2+,Yes,Yes,Yes,No,Yes,Yes,No
2012-001534-34,,No,No,No,Yes,No,No,No
2012-001534-34,,No,No,No,Yes,No,No,No
2012-001592-37,2+,Yes,No,Yes,No,Yes,Yes,No
2012-001592-37,2+,Yes,No,Yes,No,Yes,Yes,No
2012-001592-37,2+,Yes,No,Yes,No,Yes,Yes,No
2012-001592-37,2+,Yes,No,Yes,No,Yes,Yes,No
2012-001592-37,2+,Yes,No,Yes,No,Yes,Yes,No
2012-001592-37,2+,Yes,No,Yes,No,Yes,Yes,No
2012-001592-37,2+,Yes,No,Yes,No,Yes,Yes,No
2012-001592-37,2+,Yes,No,Yes,No,Yes,Yes,No
2012-001815-21,2+,Yes,No,No,Yes,No,Yes,No
2012-001815-21,2+,Yes,No,No,Yes,No,Yes,No
2012-001815-21,2+,Yes,No,No,Yes,No,Yes,No
2012-001815-21,2+,Yes,No,No,Yes,No,Yes,No
2012-001834-33,2+,Yes,Yes,Yes,No,Yes,Yes,No
2012-001834-33,2+,Yes,Yes,Yes,No,Yes,Yes,No
2012-001834-33,2+,Yes,Yes,Yes,No,Yes,Yes,No
2012-001834-33,2+,Yes,Yes,Yes,No,Yes,Yes,No
2012-001834-33,2+,Yes,Yes,Yes,No,Yes,Yes,No
2012-001834-33,2+,Yes,Yes,Yes,No,Yes,Yes,No
2012-001834-33,2+,Yes,Yes,Yes,No,Yes,Yes,No
2012-001834-33,2+,Yes,Yes,Yes,No,Yes,Yes,No
2012-001834-33,2+,Yes,Yes,Yes,No,Yes,Yes,No
2012-001888-78,1,No,No,No,No,No,No,No
2012-001888-78,1,No,No,No,No,No,No,No
2012-001888-78,1,No,No,No,No,No,No,No
2012-001888-78,1,No,No,No,No,No,No,No
2012-001888-78,1,No,No,No,No,No,No,No
2012-001888-78,1,No,No,No,No,No,No,No
2012-001888-78,1,No,No,No,No,No,No,No
2012-001888-78,1,No,No,No,No,No,No,No
2012-001888-78,1,No,No,No,No,No,No,No
2012-001888-78,1,No,No,No,No,No,No,No
2012-001888-78,1,No,No,No,No,No,No,No
2012-001888-78,1,No,No,No,No,No,No,No
2012-001888-78,1,No,No,No,No,No,No,No
2012-001888-78,1,No,No,No,No,No,No,No
2012-001888-78,1,No,No,No,No,No,No,No
2012-001888-78,1,No,No,No,No,No,No,No
2012-001888-78,1,No,No,No,No,No,No,No
2012-001923-11,2+,Yes,No,Yes,No,Yes,Yes,No
2012-001923-11,2+,Yes,No,Yes,No,Yes,Yes,No
2012-001923-11,2+,Yes,No,Yes,No,Yes,Yes,No
2012-001923-11,2+,Yes,No,Yes,No,Yes,Yes,No
2012-001923-11,2+,Yes,No,Yes,No,Yes,Yes,No
2012-001923-11,2+,Yes,No,Yes,No,Yes,Yes,No
2012-001923-11,2+,Yes,No,Yes,No,Yes,Yes,No
2012-001923-11,2+,Yes,No,Yes,No,Yes,Yes,No
2012-001923-11,2+,Yes,No,Yes,No,Yes,Yes,No
2012-001923-11,2+,Yes,No,Yes,No,Yes,Yes,No
2012-001947-31,1,No,No,No,Yes,No,No,No
2012-002011-26,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002011-26,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002011-26,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002011-26,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002011-26,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002011-26,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002011-26,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002011-26,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002047-26,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002047-26,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002047-26,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002047-26,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002047-26,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002215-26,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002215-26,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002215-26,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002215-26,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002250-23,2+,Yes,No,No,Yes,No,No,No
2012-002340-24,2+,Yes,No,No,No,Yes,Yes,No
2012-002340-24,2+,Yes,No,No,No,Yes,Yes,No
2012-002340-24,2+,Yes,No,No,No,Yes,Yes,No
2012-002340-24,2+,Yes,No,No,No,Yes,Yes,No
2012-002340-24,2+,Yes,No,No,No,Yes,Yes,No
2012-002340-24,2+,Yes,No,No,No,Yes,Yes,No
2012-002340-24,2+,Yes,No,No,No,Yes,Yes,No
2012-002340-24,2+,Yes,No,No,No,Yes,Yes,No
2012-002340-24,2+,Yes,No,No,No,Yes,Yes,No
2012-002340-24,2+,Yes,No,No,No,Yes,Yes,No
2012-002340-24,2+,Yes,No,No,No,Yes,Yes,No
2012-002340-24,2+,Yes,No,No,No,Yes,Yes,No
2012-002378-30,2+,Yes,Yes,No,Yes,Yes,Yes,No
2012-002431-29,1,No,No,No,Yes,No,No,No
2012-002603-17,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002603-17,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002603-17,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002603-17,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002627-15,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002627-15,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002627-15,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002627-15,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002627-15,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002627-15,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002627-15,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002627-15,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002627-15,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002627-15,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002627-15,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002627-15,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002627-15,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002627-15,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002627-15,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002627-15,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002751-42,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002751-42,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002751-42,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002751-42,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002751-42,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002751-42,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002785-12,2+,Yes,No,No,Yes,Yes,Yes,No
2012-002785-12,2+,Yes,No,No,Yes,Yes,Yes,No
2012-002785-12,2+,Yes,No,No,Yes,Yes,Yes,No
2012-002785-12,2+,Yes,No,No,Yes,Yes,Yes,No
2012-002785-12,2+,Yes,No,No,Yes,Yes,Yes,No
2012-002785-12,2+,Yes,No,No,Yes,Yes,Yes,No
2012-002785-12,2+,Yes,No,No,Yes,Yes,Yes,No
2012-002805-23,2+,Yes,No,Yes,No,No,Yes,No
2012-002805-23,2+,Yes,No,Yes,No,No,Yes,No
2012-002805-23,2+,Yes,No,Yes,No,No,Yes,No
2012-002805-23,2+,Yes,No,Yes,No,No,Yes,No
2012-002805-23,2+,Yes,No,Yes,No,No,Yes,No
2012-002805-23,2+,Yes,No,Yes,No,No,Yes,No
2012-002805-23,2+,Yes,No,Yes,No,No,Yes,No
2012-002805-23,2+,Yes,No,Yes,No,No,Yes,No
2012-002808-41,1,No,No,No,No,No,No,No
2012-002808-41,1,No,No,No,No,No,No,No
2012-002808-41,1,No,No,No,No,No,No,No
2012-002808-41,1,No,No,No,No,No,No,No
2012-002808-41,1,No,No,No,No,No,No,No
2012-002808-41,1,No,No,No,No,No,No,No
2012-002808-41,1,No,No,No,No,No,No,No
2012-002808-41,1,No,No,No,No,No,No,No
2012-002808-41,1,No,No,No,No,No,No,No
2012-002808-41,1,No,No,No,No,No,No,No
2012-002814-38,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002814-38,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002814-38,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002814-38,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002814-38,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002814-38,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002814-38,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002814-38,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002814-38,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002814-38,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002814-38,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002814-38,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002814-38,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002814-38,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002814-38,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002814-38,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002814-38,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002814-38,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002814-38,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002839-28,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002839-28,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002839-28,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002839-28,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002839-28,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002839-28,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002839-28,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002940-26,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002940-26,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002940-26,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002940-26,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002940-26,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002940-26,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002940-26,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002940-26,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002940-26,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002940-26,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002940-26,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002940-26,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002940-26,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002940-26,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002940-26,2+,Yes,No,Yes,No,Yes,Yes,No
2012-002940-26,2+,Yes,No,Yes,No,Yes,Yes,No
2012-003008-11,2+,Yes,No,Yes,No,Yes,Yes,No
2012-003008-11,2+,Yes,No,Yes,No,Yes,Yes,No
2012-003008-11,2+,Yes,No,Yes,No,Yes,Yes,No
2012-003008-11,2+,Yes,No,Yes,No,Yes,Yes,No
2012-003008-11,2+,Yes,No,Yes,No,Yes,Yes,No
2012-003008-11,2+,Yes,No,Yes,No,Yes,Yes,No
2012-003008-11,2+,Yes,No,Yes,No,Yes,Yes,No
2012-003008-11,2+,Yes,No,Yes,No,Yes,Yes,No
2012-003008-11,2+,Yes,No,Yes,No,Yes,Yes,No
2012-003008-11,2+,Yes,No,Yes,No,Yes,Yes,No
2012-003008-11,2+,Yes,No,Yes,No,Yes,Yes,No
2012-003112-31,2+,Yes,No,No,Yes,Yes,Yes,No
2012-003112-31,2+,Yes,No,No,Yes,Yes,Yes,No
2012-003112-31,2+,Yes,No,No,Yes,Yes,Yes,No
2012-003208-10,2+,Yes,No,Yes,No,Yes,Yes,No
2012-003208-10,2+,Yes,No,Yes,No,Yes,Yes,No
2012-003208-10,2+,Yes,No,Yes,No,Yes,Yes,No
2012-003228-19,2+,Yes,No,Yes,No,Yes,Yes,No
2012-003228-19,2+,Yes,No,Yes,No,Yes,Yes,No
2012-003228-19,2+,Yes,No,Yes,No,Yes,Yes,No
2012-003228-19,2+,Yes,No,Yes,No,Yes,Yes,No
2012-003228-19,2+,Yes,No,Yes,No,Yes,Yes,No
2012-003330-16,2+,Yes,No,No,Yes,No,Yes,No
2012-003332-23,2+,Yes,No,Yes,No,Yes,Yes,No
2012-003332-23,2+,Yes,No,Yes,No,Yes,Yes,No
2012-003332-23,2+,Yes,No,Yes,No,Yes,Yes,No
2012-003332-23,2+,Yes,No,Yes,No,Yes,Yes,No
