eudract_number,randomised,crossover,parallel_group,open,single_blind,double_blind,controlled,arms,active_comparator,placebo
2013-004674-97,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004674-97,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004674-97,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004674-97,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004679-11,Yes,No,No,No,No,Yes,Yes,2+,Yes,No
2013-004679-11,Yes,No,No,No,No,Yes,Yes,2+,Yes,No
2013-004679-11,Yes,No,No,No,No,Yes,Yes,2+,Yes,No
2013-004679-11,Yes,No,No,No,No,Yes,Yes,2+,Yes,No
2013-004679-11,Yes,No,No,No,No,Yes,Yes,2+,Yes,No
2013-004682-14,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2013-004682-14,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2013-004682-14,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2013-004682-14,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2013-004686-14,Yes,No,No,No,Yes,No,Yes,2+,Yes,Yes
2013-004688-30,No,No,No,No,No,No,No,,No,No
2013-004688-30,No,No,No,No,No,No,No,,No,No
2013-004688-30,No,No,No,No,No,No,No,,No,No
2013-004688-30,No,No,No,No,No,No,No,,No,No
2013-004698-29,Yes,No,Yes,No,No,Yes,Yes,2+,No,No
2013-004698-29,Yes,No,Yes,No,No,Yes,Yes,2+,No,No
2013-004698-29,Yes,No,Yes,No,No,Yes,Yes,2+,No,No
2013-004698-29,Yes,No,Yes,No,No,Yes,Yes,2+,No,No
2013-004698-29,Yes,No,Yes,No,No,Yes,Yes,2+,No,No
2013-004698-29,Yes,No,Yes,No,No,Yes,Yes,2+,No,No
2013-004698-29,Yes,No,Yes,No,No,Yes,Yes,2+,No,No
2013-004704-19,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2013-004705-59,No,No,No,Yes,No,No,No,1,No,No
2013-004706-25,Yes,No,No,Yes,No,No,Yes,1,Yes,No
2013-004708-20,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2013-004709-17,Yes,Yes,No,No,No,Yes,Yes,2+,No,Yes
2013-004711-50,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004711-50,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004711-50,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004711-50,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004711-50,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004711-50,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004711-50,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004711-50,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004711-50,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004711-50,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004711-50,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004711-50,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004714-18,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2013-004714-18,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2013-004714-18,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2013-004714-18,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2013-004719-32,Yes,Yes,No,No,Yes,No,Yes,2+,Yes,No
2013-004720-11,No,No,No,Yes,No,No,No,1,No,No
2013-004724-11,Yes,No,Yes,Yes,No,No,Yes,2+,No,Yes
2013-004726-28,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2013-004728-13,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004728-13,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004728-13,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004728-13,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004728-13,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004728-13,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004728-13,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004728-13,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004728-13,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004735-68,Yes,Yes,Yes,Yes,No,No,Yes,2+,Yes,Yes
2013-004737-33,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2013-004739-55,Yes,No,Yes,Yes,No,No,No,2+,No,No
2013-004739-55,Yes,No,,,No,No,No,2+,No,No
2013-004739-55,Yes,No,Yes,Yes,No,No,No,2+,No,No
2013-004739-55,Yes,No,Yes,Yes,No,No,No,2+,No,No
2013-004739-55,Yes,No,Yes,Yes,No,No,No,2+,No,No
2013-004741-16,Yes,No,No,No,Yes,No,Yes,2+,No,Yes
2013-004742-41,,,,,,,No,,,
2013-004743-23,Yes,No,No,No,No,No,Yes,2+,Yes,No
2013-004747-23,No,No,No,Yes,No,No,No,,No,No
2013-004749-18,No,No,No,No,No,No,Yes,2+,No,No
2013-004750-24,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2013-004755-21,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004766-34,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2013-004766-34,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2013-004766-34,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2013-004766-34,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2013-004766-34,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2013-004766-34,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2013-004768-72,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004768-72,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004768-72,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004768-72,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004768-72,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004768-72,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004768-72,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004768-72,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004768-72,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004769-15,No,No,No,No,No,No,No,,No,No
2013-004770-10,No,No,No,Yes,No,No,Yes,1,No,No
2013-004770-10,No,No,No,Yes,No,No,Yes,1,No,No
2013-004770-10,No,No,No,Yes,No,No,Yes,1,No,No
2013-004773-27,No,No,No,Yes,No,No,Yes,2+,Yes,No
2013-004776-35,No,No,No,No,No,No,Yes,2+,No,No
2013-004778-84,No,No,Yes,Yes,No,No,Yes,2+,No,No
2013-004778-84,No,No,Yes,Yes,No,No,Yes,2+,No,No
2013-004779-11,Yes,Yes,No,Yes,No,No,Yes,2+,No,No
2013-004779-11,Yes,Yes,No,Yes,No,No,Yes,2+,No,No
2013-004779-11,Yes,Yes,No,Yes,No,No,Yes,2+,No,No
2013-004779-11,Yes,Yes,No,Yes,No,No,Yes,2+,No,No
2013-004781-34,No,No,No,Yes,No,No,No,1,No,No
2013-004782-14,No,No,Yes,Yes,No,No,Yes,2+,No,No
2013-004787-62,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2013-004791-35,No,No,No,No,No,No,No,,No,No
2013-004795-35,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004796-12,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2013-004798-29,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004805-14,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2013-004808-19,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004808-19,Yes,No,Yes,No,No,Yes,Yes,2+,No,No
2013-004808-19,Yes,No,Yes,No,No,Yes,Yes,2+,No,No
2013-004809-24,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2013-004810-16,No,No,No,Yes,No,No,No,,No,No
2013-004810-16,No,No,No,Yes,No,No,No,2+,No,No
2013-004810-16,No,No,No,Yes,No,No,No,,No,No
2013-004810-16,No,No,No,Yes,No,No,No,,No,No
2013-004810-16,No,No,No,Yes,No,No,No,,No,No
2013-004812-24,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004812-24,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004812-24,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004812-24,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004812-24,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004813-41,No,No,No,Yes,No,No,No,1,,
2013-004813-41,No,No,No,Yes,No,No,No,1,,
2013-004813-41,No,No,No,Yes,No,No,No,1,,
2013-004813-41,No,No,No,Yes,No,No,No,1,,
2013-004813-41,No,No,No,Yes,No,No,No,1,,
2013-004813-41,No,No,No,Yes,No,No,No,1,,
2013-004813-41,No,No,No,Yes,No,No,No,1,,
2013-004813-41,No,No,No,Yes,No,No,No,1,,
2013-004813-41,No,No,No,Yes,No,No,No,1,,
2013-004813-41,No,No,No,Yes,No,No,No,1,,
2013-004813-41,No,No,No,Yes,No,No,No,1,,
2013-004813-41,No,No,No,Yes,No,No,No,1,,
2013-004813-41,No,No,No,Yes,No,No,No,1,No,No
2013-004813-41,No,No,No,Yes,No,No,No,1,No,No
2013-004813-41,No,No,No,Yes,No,No,No,1,,
2013-004813-41,No,No,No,Yes,No,No,No,1,No,No
2013-004813-41,No,No,No,Yes,No,No,No,1,,
2013-004816-22,No,No,No,Yes,No,No,No,1,No,No
2013-004816-22,No,No,No,Yes,No,No,No,1,No,No
2013-004816-22,No,No,No,No,No,No,No,1,No,No
2013-004816-22,No,No,No,Yes,No,No,No,1,No,No
2013-004819-40,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004826-27,Yes,Yes,No,No,No,Yes,Yes,2+,Yes,Yes
2013-004830-14,No,No,No,Yes,No,No,No,,No,No
2013-004834-14,No,No,No,Yes,No,No,No,,No,No
2013-004835-60,Yes,No,No,No,No,No,No,2+,No,No
2013-004836-31,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004838-15,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2013-004842-40,No,No,No,Yes,No,No,No,,No,No
2013-004850-97,No,No,No,Yes,No,No,No,1,No,No
2013-004851-19,No,No,No,No,No,No,No,1,No,No
2013-004854-46,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2013-004858-18,No,No,No,Yes,No,No,No,1,No,No
2013-004860-78,Yes,No,Yes,No,Yes,No,Yes,2+,Yes,No
2013-004862-32,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004863-30,Yes,No,No,No,Yes,No,Yes,2+,No,Yes
2013-004864-69,No,No,No,Yes,No,No,No,,No,No
2013-004866-33,Yes,Yes,No,Yes,No,No,Yes,2+,No,No
2013-004867-29,No,No,No,Yes,No,No,No,2+,No,No
2013-004867-29,No,No,No,Yes,No,No,No,2+,No,No
2013-004867-29,No,No,No,Yes,No,No,No,2+,No,No
2013-004867-29,No,No,No,Yes,No,No,No,2+,No,No
2013-004867-29,No,No,No,Yes,No,No,No,2+,No,No
2013-004867-29,No,No,No,Yes,No,No,No,2+,No,No
2013-004867-29,No,No,No,Yes,No,No,No,2+,No,No
2013-004867-29,No,No,No,Yes,No,No,No,2+,No,No
2013-004875-12,Yes,No,No,No,No,Yes,Yes,2+,Yes,No
2013-004876-37,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2013-004876-37,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2013-004879-13,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2013-004881-33,No,No,No,Yes,No,No,No,,No,No
2013-004881-33,No,No,No,Yes,No,No,No,,No,No
2013-004882-15,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2013-004885-32,Yes,No,No,No,No,No,No,,No,No
2013-004886-14,No,No,No,Yes,No,No,No,,No,No
2013-004888-31,Yes,Yes,Yes,No,No,Yes,Yes,2+,Yes,No
2013-004888-31,Yes,Yes,Yes,No,No,Yes,Yes,2+,Yes,No
2013-004888-31,Yes,Yes,Yes,No,No,Yes,Yes,2+,Yes,No
2013-004888-31,Yes,Yes,Yes,No,No,Yes,Yes,2+,Yes,No
2013-004890-28,No,No,No,Yes,No,No,Yes,2+,Yes,No
2013-004890-28,No,No,No,Yes,No,No,Yes,2+,Yes,No
2013-004890-28,No,No,No,Yes,No,No,Yes,2+,Yes,No
2013-004890-28,No,No,No,Yes,No,No,Yes,2+,Yes,No
2013-004890-28,No,No,No,Yes,No,No,Yes,2+,Yes,No
2013-004890-28,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2013-004890-28,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2013-004890-28,No,No,No,Yes,No,No,Yes,2+,Yes,No
2013-004890-28,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2013-004890-28,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2013-004890-28,No,No,No,Yes,No,No,Yes,2+,Yes,No
2013-004890-28,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2013-004890-28,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2013-004890-28,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2013-004890-28,No,No,No,Yes,No,No,Yes,2+,Yes,No
2013-004890-28,No,No,No,Yes,No,No,Yes,2+,Yes,No
2013-004890-28,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2013-004890-28,No,No,No,Yes,No,No,Yes,2+,Yes,No
2013-004890-28,No,No,No,Yes,No,No,Yes,2+,Yes,No
2013-004890-28,No,No,No,Yes,No,No,Yes,2+,Yes,No
2013-004903-37,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004903-37,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004903-37,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004903-37,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004903-37,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004903-37,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004903-37,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004905-15,Yes,No,No,Yes,No,No,Yes,1,No,No
2013-004908-20,No,No,No,Yes,No,No,No,1,No,No
2013-004910-16,No,No,No,Yes,No,No,No,,No,No
2013-004916-23,No,No,No,Yes,No,No,No,,No,No
2013-004918-18,Yes,No,No,No,No,No,Yes,2+,No,No
2013-004918-18,Yes,No,No,No,No,No,Yes,2+,No,No
2013-004919-43,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2013-004920-12,No,No,No,Yes,No,No,Yes,2+,No,No
2013-004934-14,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2013-004936-31,No,No,Yes,Yes,No,No,Yes,2+,No,No
2013-004939-73,Yes,Yes,No,No,No,Yes,Yes,2+,No,Yes
2013-004940-48,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004946-41,No,Yes,No,No,Yes,No,Yes,,No,No
2013-004952-39,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2013-004953-26,No,No,No,Yes,No,No,No,,No,No
2013-004954-58,No,No,No,Yes,No,No,No,,No,No
2013-004955-19,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2013-004956-39,No,No,Yes,Yes,No,No,Yes,2+,Yes,No
2013-004958-18,Yes,No,No,Yes,No,No,Yes,2+,No,No
2013-004958-18,Yes,No,No,Yes,No,No,Yes,2+,No,No
2013-004958-18,Yes,No,No,Yes,No,No,Yes,2+,No,No
2013-004958-18,Yes,No,No,Yes,No,No,Yes,2+,No,No
2013-004958-18,Yes,No,No,Yes,No,No,Yes,2+,No,No
2013-004958-18,Yes,No,No,Yes,No,No,Yes,2+,No,No
2013-004958-18,Yes,No,No,Yes,No,No,Yes,2+,No,No
2013-004958-18,Yes,No,No,Yes,No,No,Yes,2+,No,No
2013-004958-18,Yes,No,No,Yes,No,No,Yes,2+,No,No
2013-004958-18,Yes,No,No,Yes,No,No,Yes,2+,No,No
2013-004958-18,Yes,No,No,Yes,No,No,Yes,2+,No,No
2013-004958-18,Yes,No,No,Yes,No,No,Yes,2+,No,No
2013-004959-21,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2013-004959-21,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2013-004961-14,No,No,No,Yes,No,No,No,,No,No
2013-004966-33,No,No,No,Yes,No,No,No,,No,No
2013-004968-56,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2013-004969-14,No,No,No,Yes,No,No,No,,No,No
2013-004973-29,No,No,No,Yes,No,No,No,1,No,No
2013-004973-29,No,No,No,Yes,No,No,No,1,No,No
2013-004973-29,No,No,No,Yes,No,No,No,1,No,No
2013-004973-29,No,No,No,Yes,No,No,No,1,No,No
2013-004973-29,No,No,No,Yes,No,No,No,1,No,No
2013-004973-29,No,No,No,Yes,No,No,No,1,No,No
2013-004973-29,No,No,No,Yes,No,No,No,1,No,No
2013-004974-82,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2013-004977-28,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004978-95,No,No,No,Yes,No,No,Yes,2+,No,No
2013-004979-13,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2013-004984-30,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004987-80,No,No,No,Yes,No,No,No,,No,No
2013-004988-32,No,No,No,Yes,No,No,No,,No,No
2013-004999-35,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004999-35,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-004999-35,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005001-31,Yes,No,Yes,No,No,No,Yes,2+,No,No
2013-005003-14,Yes,No,No,No,Yes,No,Yes,1,Yes,Yes
2013-005006-66,Yes,No,Yes,No,Yes,No,Yes,2+,No,Yes
2013-005007-13,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2013-005007-13,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2013-005007-13,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2013-005007-13,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2013-005008-32,No,No,No,Yes,No,No,No,1,No,No
2013-005009-30,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2013-005010-36,Yes,No,No,No,No,Yes,Yes,2+,Yes,Yes
2013-005013-13,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2013-005013-13,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2013-005013-13,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2013-005013-13,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2013-005014-34,No,No,No,No,No,No,No,1,No,No
2013-005015-28,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005017-12,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2013-005020-42,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005020-42,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005020-42,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005020-42,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005020-42,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005020-42,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005020-42,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005020-42,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005020-42,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005020-42,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005020-42,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005020-42,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005020-42,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005020-42,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005020-42,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005020-42,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005020-42,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005020-42,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005020-42,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005020-42,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005020-42,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005024-42,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2013-005024-42,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2013-005024-42,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2013-005025-23,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2013-005027-16,Yes,No,No,Yes,No,No,Yes,2+,No,No
2013-005031-24,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005031-24,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005031-24,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005031-24,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005031-24,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005031-24,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005031-24,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005031-24,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005036-20,No,No,No,No,No,No,No,,No,No
2013-005039-26,No,No,No,Yes,No,No,No,1,No,No
2013-005040-28,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2013-005040-28,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005040-28,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005040-28,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005040-28,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005040-28,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005040-28,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2013-005042-11,Yes,No,Yes,No,Yes,No,Yes,2+,Yes,No
2013-005043-86,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005044-29,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2013-005054-30,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2013-005056-15,No,No,No,Yes,No,No,No,,No,No
2013-005062-19,No,No,No,Yes,No,No,Yes,2+,Yes,No
2013-005065-38,No,No,No,Yes,No,No,No,2+,No,No
2013-005075-40,Yes,No,No,No,Yes,No,Yes,2+,No,Yes
2013-005077-52,Yes,Yes,No,No,No,Yes,Yes,2+,No,Yes
2013-005081-19,No,No,No,Yes,No,No,Yes,1,Yes,No
2013-005083-26,Yes,Yes,Yes,No,Yes,No,Yes,2+,No,Yes
2013-005085-19,No,No,No,Yes,No,No,No,,No,No
2013-005085-19,No,No,No,No,No,No,No,1,No,No
2013-005085-19,No,No,No,Yes,No,No,No,,No,No
2013-005085-19,No,No,No,Yes,No,No,No,,No,No
2013-005086-40,No,No,No,No,No,No,No,,No,No
2013-005087-25,Yes,No,Yes,No,No,No,Yes,2+,Yes,No
2013-005090-53,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2013-005090-53,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2013-005090-53,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2013-005090-53,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2013-005090-53,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2013-005090-53,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2013-005090-53,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2013-005090-53,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,Yes
2013-005091-17,No,No,No,Yes,No,No,No,1,No,No
2013-005095-18,No,No,No,No,No,No,No,,No,No
2013-005098-28,No,No,No,Yes,No,No,No,,No,No
2013-005098-28,No,No,No,Yes,No,No,No,,No,No
2013-005098-28,No,No,No,Yes,No,No,No,,No,No
2013-005098-28,No,No,No,Yes,No,No,No,,No,No
2013-005098-28,No,No,No,Yes,No,No,No,,No,No
2013-005098-28,No,No,No,Yes,No,No,No,,No,No
2013-005098-28,No,No,No,Yes,No,No,No,,No,No
2013-005099-17,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005099-17,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005099-17,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005099-17,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005099-17,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005099-17,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005099-17,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005099-17,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005099-17,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005099-17,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005100-34,Yes,No,No,Yes,No,No,No,,No,No
2013-005101-31,Yes,No,Yes,Yes,No,No,Yes,2+,Yes,No
2013-005101-31,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2013-005101-31,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2013-005101-31,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2013-005101-31,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2013-005101-31,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2013-005101-31,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2013-005101-31,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2013-005101-31,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2013-005101-31,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2013-005101-31,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2013-005101-31,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2013-005101-31,Yes,No,No,Yes,No,No,Yes,2+,Yes,No
2013-005104-33,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2013-005104-33,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2013-005104-33,Yes,No,No,No,No,Yes,Yes,2+,No,Yes
2013-005106-64,Yes,No,Yes,No,No,Yes,Yes,2+,No,Yes
2013-005107-13,Yes,No,Yes,Yes,No,No,Yes,2+,No,No
2013-005108-32,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2013-005108-32,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2013-005108-32,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2013-005108-32,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2013-005108-32,Yes,No,Yes,No,No,Yes,Yes,2+,Yes,No
2013-005114-35,Yes,Yes,No,No,No,Yes,Yes,2+,No,Yes
2013-005116-10,No,No,No,Yes,No,No,No,1,No,No
2013-005118-36,Yes,No,Yes,Yes,No,Yes,Yes,2+,No,Yes
